"TOA5","CR10XPB_XE1075","","","","","","TFE_WP_Station2"
"TIMESTAMP","RECORD","B289_AVG","B521_AVG","B245_AVG","B105_AVG","B138_AVG","B576_AVG","B133_AVG"
"TS","RN","","","","","","",""
"","","","","","","","",""
"2023-06-04 04:00:00",715,-8.87,12.71,-0.436,0.577,0.969,1.215,1.441
"2023-06-04 04:15:00",716,-8.92,12.69,-0.467,0.555,0.947,1.176,1.427
"2023-06-04 04:30:00",717,-8.93,12.69,-0.491,0.53,0.917,1.162,1.392
"2023-06-04 04:45:00",718,-8.99,12.69,-0.5,0.519,0.906,1.149,1.383
"2023-06-04 05:00:00",719,-9.03,12.7,-0.516,0.494,0.889,1.129,1.367
"2023-06-04 05:15:00",720,-9,12.69,-0.516,0.491,0.864,1.115,1.35
"2023-06-04 05:30:00",721,-8.87,12.44,-0.555,0.456,0.85,1.096,1.328
"2023-06-04 05:45:00",722,-8.69,12.32,-0.569,0.439,0.826,1.066,1.298
"2023-06-04 06:00:00",723,-8.64,12.36,-0.599,0.428,0.806,1.06,1.287
"2023-06-04 06:15:00",724,-8.58,12.37,-0.602,0.414,0.795,1.035,1.27
"2023-06-04 06:30:00",725,-8.58,12.36,-0.602,0.411,0.787,1.033,1.273
"2023-06-04 06:45:00",726,-8.59,12.39,-0.602,0.414,0.781,1.035,1.27
"2023-06-04 07:00:00",727,-8.59,12.42,-0.596,0.403,0.784,1.027,1.265
"2023-06-04 07:15:00",728,-8.6,12.43,-0.616,0.4,0.779,1.033,1.251
"2023-06-04 07:30:00",729,-8.63,12.47,-0.632,0.373,0.762,1.005,1.245
"2023-06-04 07:45:00",730,-8.64,12.55,-0.627,0.381,0.757,0.994,1.231
"2023-06-04 08:00:00",731,-8.64,12.6,-0.624,0.384,0.754,1.005,1.226
"2023-06-04 08:15:00",732,-8.66,12.69,-0.596,0.406,0.776,1.013,1.253
"2023-06-04 08:30:00",733,-8.69,12.76,-0.58,0.409,0.765,1.002,1.226
"2023-06-04 08:45:00",734,-8.72,12.83,-0.491,0.467,0.814,1.044,1.262
"2023-06-04 09:00:00",735,-8.77,12.93,-0.45,0.497,0.839,1.068,1.284
"2023-06-04 09:15:00",736,-8.92,13.08,-0.398,0.527,0.867,1.091,1.303
"2023-06-04 09:30:00",737,-8.91,13.31,-0.37,0.549,0.886,1.115,1.331
"2023-06-04 09:45:00",738,-8.91,13.39,-0.295,0.602,0.939,1.154,1.372
"2023-06-04 10:00:00",739,-8.89,13.52,-0.202,0.668,0.986,1.212,1.425
"2023-06-04 10:15:00",740,-8.87,13.64,-0.097,0.748,1.066,1.278,1.488
"2023-06-04 10:30:00",741,-8.85,13.7,0.011,0.831,1.146,1.353,1.56
"2023-06-04 10:45:00",742,-8.81,13.8,0.174,0.944,1.248,1.447,1.651
"2023-06-04 11:00:00",743,-8.83,13.84,0.367,1.093,1.38,1.593,1.77
"2023-06-04 11:15:00",744,-8.87,13.94,0.638,1.309,1.549,1.75,1.946
"2023-06-04 11:30:00",745,-8.92,13.95,0.803,1.444,1.706,1.869,2.065
"2023-06-04 11:45:00",746,-8.98,13.96,0.718,1.408,1.678,1.869,2.051
"2023-06-04 12:00:00",747,-8.99,14.01,0.472,1.256,1.549,1.753,1.943
"2023-06-04 12:15:00",748,-8.97,14.15,0.392,1.223,1.513,1.72,1.919
"2023-06-04 12:30:00",749,-8.97,14.19,0.386,1.204,1.502,1.709,1.902
"2023-06-04 12:45:00",750,-8.96,14.27,0.511,1.278,1.557,1.747,1.954
"2023-06-04 13:00:00",751,-8.95,14.3,1.104,1.684,1.919,2.073,2.261
"2023-06-04 13:15:00",752,-8.94,14.36,1.041,1.687,1.919,2.092,2.305
"2023-06-04 13:30:00",753,-8.94,14.4,0.632,1.427,1.717,1.921,2.117
"2023-06-04 13:45:00",754,-8.94,14.4,0.406,1.259,1.568,1.786,1.996
"2023-06-04 14:00:00",755,-8.93,14.44,0.45,1.264,1.565,1.775,1.985
"2023-06-04 14:15:00",756,-8.95,14.42,0.403,1.223,1.549,1.767,1.985
"2023-06-04 14:30:00",757,-9.02,14.49,0.414,0.994,1.596,1.78,1.976
"2023-06-04 14:45:00",758,-9.04,14.48,0.328,1.165,1.471,1.687,1.916
"2023-06-04 15:00:00",759,-9.03,14.47,0.229,1.074,1.41,1.62,1.849
"2023-06-04 15:15:00",760,-9.03,14.44,0.152,1.008,1.344,1.554,1.78
"2023-06-04 15:30:00",761,-9.03,14.41,0.055,0.925,1.259,1.493,1.709
"2023-06-04 15:45:00",762,-9.02,14.45,0.036,0.897,1.237,1.46,1.665
"2023-06-04 16:00:00",763,-9.02,14.44,0.08,0.908,1.245,1.46,1.673
"2023-06-04 16:15:00",764,-9.02,14.42,0.124,0.925,1.256,1.466,1.684
"2023-06-04 16:30:00",765,-9.03,14.42,0.218,0.985,1.306,1.532,1.725
"2023-06-04 16:45:00",766,-9.03,14.4,0.105,0.925,1.248,1.469,1.689
"2023-06-04 17:00:00",767,-9.05,14.38,-0.039,0.823,1.173,1.386,1.609
"2023-06-04 17:15:00",768,-9.06,14.38,-0.121,0.77,1.112,1.336,1.562
"2023-06-04 17:30:00",769,-9.08,14.34,-0.124,0.759,1.118,1.361,1.576
"2023-06-04 17:45:00",770,-9.12,14.29,-0.149,0.712,1.066,1.32,1.532
"2023-06-04 18:00:00",771,-9.13,14.27,-0.359,0.77,1.077,1.295,1.51
"2023-06-04 18:15:00",772,-9.14,14.22,-0.179,0.668,1.008,1.248,1.466
"2023-06-04 18:30:00",773,-9.16,14.18,-0.226,0.616,0.963,1.206,1.424
"2023-06-04 18:45:00",774,-9.18,14.11,-0.298,0.538,0.892,1.137,1.355
"2023-06-04 19:00:00",775,-9.19,14.03,-0.367,0.467,0.831,1.071,1.292
"2023-06-04 19:15:00",776,-9.21,14,-0.417,0.403,0.77,1.019,1.231
"2023-06-04 19:30:00",777,-9.23,14.02,-0.472,0.362,0.72,0.977,1.181
"2023-06-04 19:45:00",778,-9.25,13.98,-0.497,0.328,0.679,0.916,1.14
"2023-06-04 20:00:00",779,-9.26,13.97,-0.547,0.279,0.638,0.881,1.093
"2023-06-04 20:15:00",780,-9.26,13.98,-0.629,0.215,0.594,0.831,1.049
"2023-06-04 20:30:00",781,-9.26,13.97,-0.66,0.174,0.555,0.795,1.01
"2023-06-04 20:45:00",782,-9.27,13.93,-0.696,0.135,0.522,0.759,0.972
"2023-06-04 21:00:00",783,-9.26,13.95,-0.754,0.091,0.469,0.71,0.928
"2023-06-04 21:15:00",784,-9.27,13.97,-0.795,0.055,0.436,0.665,0.895
"2023-06-04 21:30:00",785,-9.28,14.37,-0.856,0.003,0.373,0.627,0.834
"2023-06-04 21:45:00",786,-9.28,14.62,-0.917,-0.047,0.345,0.583,0.812
"2023-06-04 22:00:00",787,-9.29,14.64,-0.933,-0.086,0.304,0.552,0.768
"2023-06-04 22:15:00",788,-9.3,14.67,-0.969,-0.119,0.273,0.514,0.734
"2023-06-04 22:30:00",789,-9.29,14.69,-1.005,-0.152,0.224,0.469,0.679
"2023-06-04 22:45:00",790,-9.3,14.7,-1.027,-0.188,0.193,0.442,0.665
"2023-06-04 23:00:00",791,-9.31,14.74,-1.044,-0.196,0.193,0.442,0.638
"2023-06-04 23:15:00",792,-9.31,14.72,-1.107,-0.257,0.138,0.387,0.599
"2023-06-04 23:30:00",793,-9.33,14.71,-1.149,-0.29,0.11,0.351,0.569
"2023-06-04 23:45:00",794,-9.34,14.69,-1.179,-0.29,0.086,0.331,0.555
"2023-06-05 00:00:00",795,-9.34,14.71,-1.19,-0.334,0.052,0.293,0.502
"2023-06-05 00:15:00",796,-9.34,14.73,-1.22,-0.359,0.033,0.268,0.489
"2023-06-05 00:30:00",797,-9.34,14.74,-1.259,-0.389,-0.019,0.24,0.45
"2023-06-05 00:45:00",798,-9.34,14.84,-1.248,-0.384,0.003,0.246,0.445
"2023-06-05 01:00:00",799,-9.35,14.91,-1.265,-0.392,-0.014,0.226,0.445
"2023-06-05 01:15:00",800,-9.34,14.91,-1.27,-0.392,-0.017,0.218,0.433
"2023-06-05 01:30:00",801,-9.37,14.84,-1.309,-0.442,-0.05,0.191,0.414
"2023-06-05 01:45:00",802,-9.37,14.85,-1.325,-0.447,-0.077,0.157,0.381
"2023-06-05 02:00:00",803,-9.37,14.83,-1.336,-0.472,-0.083,0.163,0.37
"2023-06-05 02:15:00",804,-9.37,14.87,-1.345,-0.467,-0.102,0.146,0.359
"2023-06-05 02:30:00",805,-9.38,14.87,-1.336,-0.478,-0.108,0.144,0.342
"2023-06-05 02:45:00",806,-9.38,14.86,-1.35,-0.478,-0.113,0.121,0.334
"2023-06-05 03:00:00",807,-9.38,14.85,-1.353,-0.489,-0.121,0.113,0.331
"2023-06-05 03:15:00",808,-9.38,14.86,-1.336,-0.489,-0.124,0.119,0.32
"2023-06-05 03:30:00",809,-9.38,14.87,-1.347,-0.502,-0.121,0.105,0.318
"2023-06-05 03:45:00",810,-9.38,14.87,-1.369,-0.516,-0.146,0.097,0.295
"2023-06-05 04:00:00",811,-9.38,14.88,-1.392,-0.53,-0.16,0.088,0.293
"2023-06-05 04:15:00",812,-9.38,14.87,-1.403,-0.538,-0.168,0.072,0.282
"2023-06-05 04:30:00",813,-9.4,14.86,-1.411,-0.555,-0.179,0.033,0.26
"2023-06-05 04:45:00",814,-9.39,14.88,-1.419,-0.566,-0.207,0.028,0.237
"2023-06-05 05:00:00",815,-9.39,14.86,-1.405,-0.572,-0.207,0.028,0.235
"2023-06-05 05:15:00",816,-9.38,14.88,-1.397,-0.566,-0.213,0.033,0.229
"2023-06-05 05:30:00",817,-9.39,14.9,-1.411,-0.585,-0.226,0.008,0.213
"2023-06-05 05:45:00",818,-9.41,14.88,-1.353,-0.536,-0.174,0.044,0.24
"2023-06-05 06:00:00",819,-9.41,14.88,-1.3,-0.497,-0.144,0.083,0.29
"2023-06-05 06:15:00",820,-9.41,14.84,-1.414,-0.588,-0.235,0.006,0.196
"2023-06-05 06:30:00",821,-9.43,14.8,-1.463,-0.638,-0.265,-0.039,0.168
"2023-06-05 06:45:00",822,-9.43,14.86,-1.477,-0.641,-0.279,-0.039,0.157
"2023-06-05 07:00:00",823,-9.42,14.9,-1.472,-0.641,-0.273,-0.052,0.155
"2023-06-05 07:15:00",824,-9.42,14.94,-1.474,-0.641,-0.284,-0.052,0.149
"2023-06-05 07:30:00",825,-9.43,14.95,-1.458,-0.641,-0.282,-0.064,0.152
"2023-06-05 07:45:00",826,-9.43,14.98,-1.472,-0.654,-0.298,-0.077,0.121
"2023-06-05 08:00:00",827,-9.43,15.07,-1.48,-0.668,-0.312,-0.088,0.11
"2023-06-05 08:15:00",828,-9.42,15.15,-1.452,-0.649,-0.298,-0.072,0.127
"2023-06-05 08:30:00",829,-9.38,15.24,-1.444,-0.629,-0.282,-0.077,0.121
"2023-06-05 08:45:00",830,-9.38,15.3,-1.364,-0.585,-0.246,-0.039,0.152
"2023-06-05 09:00:00",831,-9.38,15.32,-1.267,-0.511,-0.177,0.03,0.221
"2023-06-05 09:15:00",832,-9.36,15.43,-1.193,-0.442,-0.121,0.072,0.268
"2023-06-05 09:30:00",833,-9.32,15.57,-1.102,-0.378,-0.066,0.127,0.32
"2023-06-05 09:45:00",834,-9.29,15.67,-1.027,-0.318,-0.003,0.191,0.37
"2023-06-05 10:00:00",835,-9.28,15.74,-0.925,-0.229,0.069,0.257,0.442
"2023-06-05 10:15:00",836,-9.26,15.79,-0.848,-0.171,0.133,0.312,0.508
"2023-06-05 10:30:00",837,-9.22,15.82,-0.649,-0.03,0.254,0.433,0.613
"2023-06-05 10:45:00",838,-9.19,15.91,-0.552,0.072,0.362,0.527,0.707
"2023-06-05 11:00:00",839,-9.18,15.99,-0.356,0.221,0.494,0.69,0.834
"2023-06-05 11:15:00",840,-9.18,15.96,-0.174,0.378,0.618,0.803,0.983
"2023-06-05 11:30:00",841,-9.19,15.99,0.019,0.53,0.762,0.908,1.126
"2023-06-05 11:45:00",842,-9.18,16.1,0.513,0.853,1.096,1.336,1.413
"2023-06-05 12:00:00",843,-9.18,16.15,0.406,0.947,1.209,1.383,1.557
"2023-06-05 12:15:00",844,-9.18,16.23,0.16,0.955,1.223,1.419,1.587
"2023-06-05 12:30:00",845,-9.17,16.3,0.127,0.825,1.146,1.344,1.554
"2023-06-05 12:45:00",846,-9.17,16.36,0.235,0.881,1.184,1.377,1.562
"2023-06-05 13:00:00",847,-9.14,16.41,0.969,1.355,1.546,1.458,1.908
"2023-06-05 13:15:00",848,-9.13,16.39,1.068,1.546,1.747,1.905,2.095
"2023-06-05 13:30:00",849,-9.14,16.33,0.814,1.433,1.676,1.874,2.065
"2023-06-05 13:45:00",850,-9.14,16.48,0.671,1.33,1.576,1.802,1.993
"2023-06-05 14:00:00",851,-9.13,16.58,0.696,1.303,1.551,1.761,1.954
"2023-06-05 14:15:00",852,-9.12,16.6,0.737,1.342,1.571,1.786,1.985
"2023-06-05 14:30:00",853,-9.11,16.65,0.731,1.336,1.579,1.794,1.999
"2023-06-05 14:45:00",854,-9.12,16.67,0.726,1.331,1.579,1.805,2.001
"2023-06-05 15:00:00",855,-9.12,16.68,0.676,1.297,1.557,1.78,1.974
"2023-06-05 15:15:00",856,-9.12,16.63,0.624,1.242,1.513,1.747,1.935
"2023-06-05 15:30:00",857,-9.12,16.57,0.577,1.198,1.469,1.681,1.896
"2023-06-05 15:45:00",858,-9.12,16.71,0.599,1.179,1.441,1.667,1.863
"2023-06-05 16:00:00",859,-9.12,16.77,0.649,1.181,1.452,1.662,1.863
"2023-06-05 16:15:00",860,-9.15,16.72,0.795,1.275,1.543,1.734,1.93
"2023-06-05 16:30:00",861,-9.18,16.71,0.856,1.364,1.598,1.805,1.99
"2023-06-05 16:45:00",862,-9.18,16.73,0.751,1.322,1.568,1.789,1.985
"2023-06-05 17:00:00",863,-9.2,16.41,0.621,1.245,1.502,1.739,1.935
"2023-06-05 17:15:00",864,-9.24,16.36,0.574,1.198,1.452,1.698,1.908
"2023-06-05 17:30:00",865,-9.25,16.31,0.624,1.17,1.021,1.731,1.863
"2023-06-05 17:45:00",866,-9.27,16.35,0.552,1.11,1.383,1.612,1.811
"2023-06-05 18:00:00",867,-9.3,16.3,0.53,1.057,1.347,1.56,1.761
"2023-06-05 18:15:00",868,-9.32,16.18,0.511,1.013,1.306,1.524,1.723
"2023-06-05 18:30:00",869,-9.33,16.12,0.475,0.974,1.253,1.469,1.673
"2023-06-05 18:45:00",870,-9.36,16.12,0.439,0.939,1.217,1.433,1.629
"2023-06-05 19:00:00",871,-9.39,16.12,0.411,0.883,1.179,1.391,1.59
"2023-06-05 19:15:00",872,-9.39,16.14,0.342,0.836,1.121,1.333,1.54
"2023-06-05 19:30:00",873,-9.39,16.08,0.279,0.776,1.074,1.284,1.474
"2023-06-05 19:45:00",874,-9.4,16.09,0.232,0.737,1.03,1.248,1.444
"2023-06-05 20:00:00",875,-9.42,16.09,0.185,0.693,0.988,1.204,1.4
"2023-06-05 20:15:00",876,-9.44,16.13,0.141,0.657,0.944,1.154,1.361
"2023-06-05 20:30:00",877,-9.45,16.12,0.097,0.621,0.917,1.124,1.322
"2023-06-05 20:45:00",878,-9.45,16.14,0.069,0.582,0.889,1.099,1.295
"2023-06-05 21:00:00",879,-9.45,16.15,0.03,0.549,0.853,1.06,1.248
"2023-06-05 21:15:00",880,-9.45,16.12,-0.011,0.527,0.82,1.038,1.217
"2023-06-05 21:30:00",881,-9.45,16.09,-0.019,0.514,0.809,1.024,1.218
"2023-06-05 21:45:00",882,-9.46,16.06,-0.044,0.478,0.776,0.983,1.179
"2023-06-05 22:00:00",883,-9.46,16.03,-0.069,0.456,0.756,0.964,1.154
"2023-06-05 22:15:00",884,-9.46,16.04,-0.097,0.433,0.732,0.947,1.126
"2023-06-05 22:30:00",885,-9.46,16.02,-0.149,0.389,0.704,0.911,1.091
"2023-06-05 22:45:00",886,-9.47,16.03,-0.179,0.373,0.674,0.881,1.074
"2023-06-05 23:00:00",887,-9.49,16.04,-0.185,0.367,0.665,0.87,1.06
"2023-06-05 23:15:00",888,-9.52,16.07,-0.196,0.362,0.657,0.864,1.055
"2023-06-05 23:30:00",889,-9.53,16.14,-0.202,0.348,0.635,0.842,1.041
"2023-06-05 23:45:00",890,-9.53,16.15,-0.182,0.351,0.635,0.842,1.035
"2023-06-06 00:00:00",891,-9.54,13.74,-0.232,0.323,0.627,0.82,0.999
"2023-06-06 00:15:00",892,-9.54,13.41,-0.246,0.298,0.605,0.806,0.997
"2023-06-06 00:30:00",893,-9.56,13.97,-0.279,0.287,0.591,0.801,0.986
"2023-06-06 00:45:00",894,-9.57,14.17,-0.32,0.257,0.555,0.77,0.961
"2023-06-06 01:00:00",895,-9.58,14.32,-0.351,0.229,0.533,0.737,0.93
"2023-06-06 01:15:00",896,-9.58,14.6,-0.342,0.226,0.527,0.732,0.93
"2023-06-06 01:30:00",897,-9.57,14.68,-0.381,0.191,0.491,0.699,0.881
"2023-06-06 01:45:00",898,-9.58,14.67,-0.436,0.133,0.439,0.646,0.837
"2023-06-06 02:00:00",899,-9.54,14.6,-0.461,0.121,0.422,0.641,0.817
"2023-06-06 02:15:00",900,-9.18,14.7,-0.458,0.102,0.414,0.627,0.812
"2023-06-06 02:30:00",901,-9.46,14.8,-0.431,0.113,0.417,0.621,0.806
"2023-06-06 02:45:00",902,-9.53,14.82,-0.483,0.08,0.37,0.591,0.768
"2023-06-06 03:00:00",903,-9.55,14.89,-0.502,0.061,0.364,0.569,0.756
"2023-06-06 03:15:00",904,-9.51,14.95,-0.519,0.039,0.34,0.547,0.732
"2023-06-06 03:30:00",905,-9.51,14.92,-0.525,0.028,0.32,0.533,0.71
"2023-06-06 03:45:00",906,-9.57,14.94,-0.53,0.017,0.309,0.522,0.701
"2023-06-06 04:00:00",907,-9.57,14.98,-0.547,0.003,0.306,0.516,0.696
"2023-06-06 04:15:00",908,-9.53,14.99,-0.549,-0.003,0.312,0.516,0.696
"2023-06-06 04:30:00",909,-9.51,14.99,-0.563,-0.003,0.304,0.5,0.676
"2023-06-06 04:45:00",910,-9.52,15,-0.552,-0.003,0.301,0.505,0.685
"2023-06-06 05:00:00",911,-9.52,15.03,-0.555,-0.006,0.295,0.502,0.671
"2023-06-06 05:15:00",912,-9.55,15.05,-0.558,-0.006,0.298,0.494,0.679
"2023-06-06 05:30:00",913,-9.57,15.06,-0.533,0.019,0.326,0.525,0.696
"2023-06-06 05:45:00",914,-9.54,15.07,-0.547,0.014,0.318,0.522,0.693
"2023-06-06 06:00:00",915,-9.49,15.09,-0.519,0.033,0.326,0.533,0.71
"2023-06-06 06:15:00",916,-9.49,15.11,-0.549,-0.003,0.306,0.497,0.682
"2023-06-06 06:30:00",917,-9.51,15.04,-0.552,-0.003,0.298,0.491,0.676
"2023-06-06 06:45:00",918,-9.53,15,-0.566,-0.014,0.287,0.483,0.663
"2023-06-06 07:00:00",919,-9.54,15.01,-0.577,-0.019,0.273,0.48,0.66
"2023-06-06 07:15:00",920,-9.52,15.06,-0.574,-0.014,0.276,0.483,0.663
"2023-06-06 07:30:00",921,-9.52,15.08,-0.555,-0.011,0.282,0.489,0.66
"2023-06-06 07:45:00",922,-9.52,15.11,-0.549,-0.006,0.298,0.497,0.663
"2023-06-06 08:00:00",923,-9.51,15.15,-0.566,-0.019,0.29,0.469,0.646
"2023-06-06 08:15:00",924,-9.51,15.17,-0.745,-0.069,0.254,0.469,0.638
"2023-06-06 08:30:00",925,-9.53,15.22,-0.572,-0.008,0.284,0.478,0.652
"2023-06-06 08:45:00",926,-9.52,15.31,-0.541,0.003,0.295,0.486,0.665
"2023-06-06 09:00:00",927,-9.5,15.4,-0.475,0.052,0.34,0.525,0.693
"2023-06-06 09:15:00",928,-9.49,15.48,-0.384,0.121,0.414,0.596,0.759
"2023-06-06 09:30:00",929,-9.49,15.55,-0.304,0.204,0.469,0.649,0.817
"2023-06-06 09:45:00",930,-9.49,15.66,-0.284,0.224,0.491,0.668,0.837
"2023-06-06 10:00:00",931,-9.45,15.78,-0.549,0.353,0.572,0.726,0.878
"2023-06-06 10:15:00",932,-9.44,15.74,-0.141,0.334,0.583,0.756,0.917
"2023-06-06 10:30:00",933,-9.4,15.7,-0.011,0.436,0.685,0.85,1.008
"2023-06-06 10:45:00",934,-9.37,15.77,0.166,0.566,0.806,0.966,1.126
"2023-06-06 11:00:00",935,-9.43,15.83,0.384,0.745,0.969,1.132,1.284
"2023-06-06 11:15:00",936,-9.28,15.93,0.574,0.922,1.132,1.295,1.441
"2023-06-06 11:30:00",937,-9.23,15.94,0.759,1.088,1.286,1.449,1.596
"2023-06-06 11:45:00",938,-9.16,15.98,0.928,1.176,1.427,1.576,1.723
"2023-06-06 12:00:00",939,-9.13,16.14,1.024,1.308,1.485,1.64,1.852
"2023-06-06 12:15:00",940,-9.14,16.19,0.933,1.281,1.529,1.714,1.869
"2023-06-06 12:30:00",941,-9.16,16.28,0.919,1.355,1.529,1.678,1.85
"2023-06-06 12:45:00",942,-9.19,16.38,1.14,1.446,1.645,1.797,1.949
"2023-06-06 13:00:00",943,-8.68,16.42,1.924,2.015,2.106,2.211,2.352
"2023-06-06 13:15:00",944,-8.3,16.46,1.872,2.117,2.217,2.324,2.479
"2023-06-06 13:30:00",945,-8.67,16.48,1.516,1.957,2.081,2.23,2.399
"2023-06-06 13:45:00",946,-9.27,16.5,1.435,1.883,2.023,2.189,2.366
"2023-06-06 14:00:00",947,-9.62,16.51,1.435,1.838,1.993,2.156,2.327
"2023-06-06 14:15:00",948,-9.29,16.55,1.538,1.885,2.029,2.189,2.355
"2023-06-06 14:30:00",949,-9.36,16.57,1.499,1.866,2.004,2.181,2.346
"2023-06-06 14:45:00",950,-8.74,16.52,1.433,1.83,1.977,2.153,2.333
"2023-06-06 15:00:00",951,-6.846,16.54,1.386,1.797,1.946,2.117,2.308
"2023-06-06 15:15:00",952,-6.929,16.54,1.369,1.764,1.921,2.098,2.275
"2023-06-06 15:30:00",953,-6.976,16.46,1.331,1.731,1.894,2.068,2.236
"2023-06-06 15:45:00",954,-7.078,16.43,1.286,1.673,1.847,2.021,2.2
"2023-06-06 16:00:00",955,-7.136,16.4,1.206,1.607,1.803,1.993,2.161
"2023-06-06 16:15:00",956,-7.216,16.36,1.231,1.587,1.783,1.954,2.126
"2023-06-06 16:30:00",957,-7.376,16.31,1.209,1.543,1.756,1.919,2.092
"2023-06-06 16:45:00",958,-7.437,16.09,1.223,1.538,1.75,1.913,2.084
"2023-06-06 17:00:00",959,-7.475,16.08,1.206,1.516,1.723,1.91,2.076
"2023-06-06 17:15:00",960,-7.558,15.99,1.195,1.502,1.714,1.891,2.057
"2023-06-06 17:30:00",961,-7.644,15.91,1.159,1.477,1.689,1.861,2.029
"2023-06-06 17:45:00",962,-7.796,15.79,1.14,1.452,1.665,1.844,2.012
"2023-06-06 18:00:00",963,-8.07,15.38,1.129,1.441,1.631,1.814,1.982
"2023-06-06 18:15:00",964,-8.29,15.25,1.107,1.416,1.612,1.778,1.954
"2023-06-06 18:30:00",965,-8.36,15.16,1.068,1.369,1.576,1.745,1.913
"2023-06-06 18:45:00",966,-8.41,15.12,1.027,1.336,1.538,1.709,1.877
"2023-06-06 19:00:00",967,-8.43,15.09,1.008,1.292,1.507,1.676,1.836
"2023-06-06 19:15:00",968,-8.49,15,0.963,1.256,1.46,1.634,1.792
"2023-06-06 19:30:00",969,-8.64,14.8,0.933,1.22,1.419,1.59,1.758
"2023-06-06 19:45:00",970,-8.69,14.74,0.933,1.19,1.397,1.56,1.731
"2023-06-06 20:00:00",971,-8.71,14.72,0.903,1.162,1.375,1.535,1.701
"2023-06-06 20:15:00",972,-8.73,14.72,0.883,1.137,1.344,1.507,1.668
"2023-06-06 20:30:00",973,-8.77,14.68,0.839,1.104,1.314,1.474,1.632
"2023-06-06 20:45:00",974,-8.8,14.6,0.82,1.079,1.3,1.46,1.612
"2023-06-06 21:00:00",975,-8.84,14.5,0.798,1.074,1.278,1.444,1.593
"2023-06-06 21:15:00",976,-8.85,14.45,0.773,1.044,1.262,1.425,1.576
"2023-06-06 21:30:00",977,-8.87,14.38,0.756,1.033,1.245,1.414,1.563
"2023-06-06 21:45:00",978,-8.9,14.32,0.806,1.068,1.303,1.455,1.61
"2023-06-06 22:00:00",979,-8.92,14.26,0.715,0.991,1.195,1.369,1.527
"2023-06-06 22:15:00",980,-8.93,14.17,0.685,0.966,1.184,1.342,1.499
"2023-06-06 22:30:00",981,-8.95,14.12,0.652,0.936,1.151,1.309,1.469
"2023-06-06 22:45:00",982,-8.97,13.93,0.629,0.922,1.135,1.295,1.452
"2023-06-06 23:00:00",983,-8.98,13.87,0.605,0.895,1.11,1.278,1.427
"2023-06-06 23:15:00",984,-9.01,13.76,0.594,0.878,1.091,1.265,1.411
"2023-06-06 23:30:00",985,-9.02,13.69,0.577,0.853,1.077,1.231,1.403
"2023-06-06 23:45:00",986,-9.04,13.75,0.536,0.834,1.044,1.215,1.378
"2023-06-07 00:00:00",987,-9.04,13.7,0.514,0.814,1.035,1.19,1.328
"2023-06-07 00:15:00",988,-9.08,13.67,0.502,0.809,1.013,1.179,1.339
"2023-06-07 00:30:00",989,-9.08,13.65,0.486,0.779,0.991,1.151,1.303
"2023-06-07 00:45:00",990,-9.11,13.57,0.472,0.765,0.977,1.149,1.303
"2023-06-07 01:00:00",991,-9.13,13.5,0.464,0.756,0.975,1.129,1.292
"2023-06-07 01:15:00",992,-9.15,13.49,0.453,0.734,0.961,1.124,1.27
"2023-06-07 01:30:00",993,-9.17,13.41,0.417,0.715,0.939,1.096,1.245
"2023-06-07 01:45:00",994,-9.19,13.26,0.403,0.712,0.928,1.096,1.251
"2023-06-07 02:00:00",995,-9.22,13.18,0.439,0.737,0.95,1.115,1.262
"2023-06-07 02:15:00",996,-8.9,13.22,0.417,0.715,0.933,1.104,1.253
"2023-06-07 02:30:00",997,-9.15,13.05,0.425,0.712,0.922,1.096,1.242
"2023-06-07 02:45:00",998,-9.15,12.94,0.519,0.795,0.826,1.107,1.215
"2023-06-07 03:00:00",999,-9.18,12.61,0.431,0.712,0.933,1.093,1.24
"2023-06-07 03:15:00",1000,-9.21,12.61,0.45,0.721,0.933,1.096,1.24
"2023-06-07 03:30:00",1001,-9.24,12.64,0.436,0.699,0.922,1.068,1.223
"2023-06-07 03:45:00",1002,-9.26,12.67,0.403,0.674,0.889,1.044,1.195
"2023-06-07 04:00:00",1003,-9.26,12.68,0.42,0.682,0.895,1.041,1.193
"2023-06-07 04:15:00",1004,-9.28,12.71,0.362,0.627,0.839,0.988,1.143
"2023-06-07 04:30:00",1005,-9.31,12.66,0.353,0.602,0.823,0.977,1.118
"2023-06-07 04:45:00",1006,-9.35,12.67,0.348,0.607,0.82,0.966,1.102
"2023-06-07 05:00:00",1007,-9.38,12.68,0.34,0.596,0.803,0.964,1.102
"2023-06-07 05:15:00",1008,-9.39,12.67,0.334,0.588,0.801,0.947,1.096
"2023-06-07 05:30:00",1009,-9.39,12.69,0.323,0.572,0.792,0.944,1.08
"2023-06-07 05:45:00",1010,-9.4,12.69,0.315,0.569,0.79,0.922,1.08
"2023-06-07 06:00:00",1011,-9.45,12.7,0.29,0.558,0.773,0.914,1.055
"2023-06-07 06:15:00",1012,-9.46,12.69,0.24,0.538,0.762,0.928,1.074
"2023-06-07 06:30:00",1013,-9.48,12.72,0.215,0.519,0.748,0.908,1.052
"2023-06-07 06:45:00",1014,-9.48,12.66,0.204,0.516,0.74,0.903,1.046
"2023-06-07 07:00:00",1015,-9.54,12.53,0.21,0.525,0.743,0.906,1.044
"2023-06-07 07:15:00",1016,-9.56,12.56,0.204,0.497,0.726,0.895,1.033
