"TOA5","CR10XPB_XE1075","","","","","","TFE_WP_Station2"
"TIMESTAMP","RECORD","B289_AVG","B521_AVG","B245_AVG","B105_AVG","B138_AVG","B576_AVG","B133_AVG"
"TS","RN","","","","","","",""
"","","","","","","","",""
"2023-06-07 07:30:00",1017,-9.69,12.5,0.21,0.516,0.745,0.906,1.055
"2023-06-07 07:45:00",1018,-9.86,12.41,0.204,0.502,0.745,0.908,1.046
"2023-06-07 08:00:00",1019,-9.96,12.5,0.174,0.5,0.745,0.889,1.038
"2023-06-07 08:15:00",1020,-10,12.57,0.094,0.48,0.723,0.875,1.027
"2023-06-07 08:30:00",1021,-10.04,12.63,0.08,0.469,-0.017,0.939,1.027
"2023-06-07 08:45:00",1022,-10.32,12.66,0.116,0.491,0.726,0.883,1.019
"2023-06-07 09:00:00",1023,-11.27,12.71,0.191,0.547,0.779,0.95,1.085
"2023-06-07 09:15:00",1024,-11.36,12.79,0.235,0.596,0.828,0.975,1.121
"2023-06-07 09:30:00",1025,-11.41,12.87,0.295,0.657,0.872,1.024,1.173
"2023-06-07 09:45:00",1026,-11.45,12.87,0.375,0.712,0.941,1.102,1.485
"2023-06-07 10:00:00",1027,-11.48,12.9,0.414,0.759,0.98,1.129,1.27
"2023-06-07 10:15:00",1028,-11.47,12.92,0.48,0.814,1.046,1.184,1.336
"2023-06-07 10:30:00",1029,-11.44,12.91,0.563,0.886,1.107,1.251,1.389
"2023-06-07 10:45:00",1030,-11.46,12.97,0.599,0.939,1.154,1.292,1.438
"2023-06-07 11:00:00",1031,-11.46,13.01,0.624,0.964,1.179,1.328,1.469
"2023-06-07 11:15:00",1032,-11.45,13.01,0.679,1.013,1.226,1.383,1.524
"2023-06-07 11:30:00",1033,-11.42,13.02,0.779,1.091,1.298,1.438,1.585
"2023-06-07 11:45:00",1034,-11.4,13.1,0.986,1.24,1.436,1.565,1.69
"2023-06-07 12:00:00",1035,-11.4,13.22,1.149,1.386,1.565,1.704,1.836
"2023-06-07 12:15:00",1036,-11.4,13.29,1.16,1.419,1.607,1.753,1.88
"2023-06-07 12:30:00",1037,-11.39,13.36,0.792,1.425,1.659,1.797,1.938
"2023-06-07 12:45:00",1038,-11.38,13.44,1.055,1.554,1.717,1.861,2.211
"2023-06-07 13:00:00",1039,-11.38,13.49,1.943,1.996,2.139,2.189,2.344
"2023-06-07 13:15:00",1040,-11.32,13.56,2.23,2.297,2.36,2.465,2.609
"2023-06-07 13:30:00",1041,-10.98,13.57,1.977,2.2,2.291,2.399,2.548
"2023-06-07 13:45:00",1042,-10.56,13.58,1.822,2.101,2.206,2.352,2.507
"2023-06-07 14:00:00",1043,-10.48,13.6,1.872,2.098,2.322,2.338,2.52
"2023-06-07 14:15:00",1044,-10.47,13.68,1.902,2.12,2.266,2.388,2.548
"2023-06-07 14:30:00",1045,-10.32,13.67,1.952,2.156,2.286,2.424,2.578
"2023-06-07 14:45:00",1046,-10.28,13.65,1.885,2.123,2.269,2.404,2.556
"2023-06-07 15:00:00",1047,-10.33,13.62,1.814,2.092,2.23,2.377,2.529
"2023-06-07 15:15:00",1048,-10.36,13.61,1.792,2.046,2.203,2.341,2.501
"2023-06-07 15:30:00",1049,-10.37,13.65,1.772,2.029,2.239,2.369,2.501
"2023-06-07 15:45:00",1050,-10.36,13.69,1.792,2.029,2.173,2.324,2.479
"2023-06-07 16:00:00",1051,-10.33,13.68,1.83,2.04,2.2,2.33,2.495
"2023-06-07 16:15:00",1052,-10.28,13.63,1.946,2.131,2.266,2.396,2.54
"2023-06-07 16:30:00",1053,-10.25,13.62,2.04,2.203,2.341,2.468,2.617
"2023-06-07 16:45:00",1054,-10.25,13.57,1.965,2.181,2.324,2.449,2.589
"2023-06-07 17:00:00",1055,-10.27,13.58,1.858,2.12,2.258,2.399,2.545
"2023-06-07 17:15:00",1056,-10.23,13.54,1.778,2.059,2.2,2.355,2.504
"2023-06-07 17:30:00",1057,-10.26,13.49,1.742,2.018,2.17,2.299,2.46
"2023-06-07 17:45:00",1058,-10.29,13.43,1.731,1.999,2.15,2.28,2.451
"2023-06-07 18:00:00",1059,-10.31,13.33,1.714,1.968,2.12,2.694,2.36
"2023-06-07 18:15:00",1060,-10.33,13.29,1.712,1.952,2.087,2.242,2.391
"2023-06-07 18:30:00",1061,-10.29,13.21,1.673,1.913,2.07,2.206,2.363
"2023-06-07 18:45:00",1062,-10.27,13.17,1.689,1.899,2.048,2.192,2.338
"2023-06-07 19:00:00",1063,-10.35,13.13,1.684,1.877,2.023,2.17,2.316
"2023-06-07 19:15:00",1064,-10.38,13,1.654,1.833,1.999,2.128,2.288
"2023-06-07 19:30:00",1065,-10.43,12.85,1.642,1.822,1.971,2.109,2.264
"2023-06-07 19:45:00",1066,-10.46,12.75,1.609,1.797,1.949,2.09,2.236
"2023-06-07 20:00:00",1067,-10.47,12.72,1.582,1.761,1.924,2.054,2.22
"2023-06-07 20:15:00",1068,-10.48,12.69,1.563,1.745,1.91,2.043,2.187
"2023-06-07 20:30:00",1069,-10.55,12.63,1.546,1.726,1.886,2.035,2.181
"2023-06-07 20:45:00",1070,-10.64,12.58,1.516,1.701,1.864,2.004,2.159
"2023-06-07 21:00:00",1071,-10.67,12.51,1.477,1.657,1.831,1.98,2.129
"2023-06-07 21:15:00",1072,-10.73,12.28,1.452,1.654,1.817,1.96,2.123
"2023-06-07 21:30:00",1073,-10.9,11.95,1.433,1.632,1.803,1.949,2.098
"2023-06-07 21:45:00",1074,-10.96,11.99,1.414,1.612,1.789,1.941,2.087
"2023-06-07 22:00:00",1075,-10.97,12.02,1.369,1.585,1.753,1.902,2.051
"2023-06-07 22:15:00",1076,-10.97,12,1.328,1.552,1.72,1.872,2.027
"2023-06-07 22:30:00",1077,-10.93,12,1.303,1.521,1.698,1.844,1.999
"2023-06-07 22:45:00",1078,-10.82,11.99,1.27,1.491,1.67,1.836,1.977
"2023-06-07 23:00:00",1079,-10.8,11.95,1.256,1.483,1.662,1.808,1.958
"2023-06-07 23:15:00",1080,-10.81,11.94,1.24,1.466,1.648,1.795,1.952
"2023-06-07 23:30:00",1081,-10.78,11.93,1.201,1.438,1.623,1.778,1.922
"2023-06-07 23:45:00",1082,-10.75,11.89,1.173,1.411,1.601,1.748,1.894
"2023-06-08 00:00:00",1083,-10.78,11.91,1.157,1.397,1.585,1.734,1.864
"2023-06-08 00:15:00",1084,-10.75,11.84,1.115,1.364,1.552,1.698,1.842
"2023-06-08 00:30:00",1085,-10.81,11.83,1.126,1.367,1.557,1.701,1.85
"2023-06-08 00:45:00",1086,-10.83,11.85,1.118,1.361,1.543,1.69,1.847
"2023-06-08 01:00:00",1087,-10.74,11.86,1.107,1.342,1.532,1.681,1.828
"2023-06-08 01:15:00",1088,-10.77,11.85,1.104,1.342,1.535,1.69,1.822
"2023-06-08 01:30:00",1089,-10.79,11.84,1.14,1.378,1.56,1.703,1.844
"2023-06-08 01:45:00",1090,-10.83,11.85,1.176,1.403,1.596,1.745,1.891
"2023-06-08 02:00:00",1091,-10.85,11.86,1.184,1.419,1.612,1.759,1.905
"2023-06-08 02:15:00",1092,-10.86,11.87,1.201,1.419,1.618,1.761,1.905
"2023-06-08 02:30:00",1093,-10.87,11.86,1.223,1.458,1.646,1.792,1.941
"2023-06-08 02:45:00",1094,-10.82,11.84,1.195,1.447,1.634,1.784,1.933
"2023-06-08 03:00:00",1095,-10.86,11.84,1.184,1.441,1.632,1.781,1.922
"2023-06-08 03:15:00",1096,-10.88,11.84,1.173,1.427,1.615,1.792,1.919
"2023-06-08 03:30:00",1097,-10.86,11.87,1.179,1.433,1.623,1.767,1.908
"2023-06-08 03:45:00",1098,-10.66,11.84,1.168,1.416,1.621,1.761,1.894
"2023-06-08 04:00:00",1099,-10.44,11.7,1.176,1.422,1.612,1.761,1.908
"2023-06-08 04:15:00",1100,-10.38,11.67,1.182,1.416,1.623,1.773,1.913
"2023-06-08 04:30:00",1101,-10.34,11.63,1.16,1.414,1.607,1.759,1.902
"2023-06-08 04:45:00",1102,-10.39,11.61,1.171,1.411,1.607,1.715,1.795
"2023-06-08 05:00:00",1103,-10.37,11.56,1.157,1.408,1.604,1.753,1.9
"2023-06-08 05:15:00",1104,-10.41,11.54,1.138,1.397,1.593,1.737,1.88
"2023-06-08 05:30:00",1105,-10.38,11.53,1.124,1.386,1.585,1.728,1.875
"2023-06-08 05:45:00",1106,-10.33,11.47,1.102,1.361,1.56,1.715,1.855
"2023-06-08 06:00:00",1107,-10.39,11.42,1.074,1.342,1.543,1.67,1.833
"2023-06-08 06:15:00",1108,-10.4,11.44,1.041,1.32,1.519,1.659,1.8
"2023-06-08 06:30:00",1109,-10.38,11.42,1.019,1.306,1.488,1.651,1.797
"2023-06-08 06:45:00",1110,-10.44,11.4,0.991,1.278,1.474,1.626,1.77
"2023-06-08 07:00:00",1111,-10.46,11.46,0.977,1.267,1.466,1.607,1.756
"2023-06-08 07:15:00",1112,-10.47,11.46,0.961,1.265,1.458,1.599,1.745
"2023-06-08 07:30:00",1113,-10.48,11.47,0.944,1.251,1.449,1.59,1.742
"2023-06-08 07:45:00",1114,-10.53,11.53,0.936,1.259,1.452,1.604,1.75
"2023-06-08 08:00:00",1115,-10.53,11.56,0.95,1.262,1.745,1.524,1.737
"2023-06-08 08:15:00",1116,-10.54,11.63,0.95,1.27,1.474,1.615,1.75
"2023-06-08 08:30:00",1117,-10.56,11.65,1.405,1.218,1.474,1.629,1.773
"2023-06-08 08:45:00",1118,-10.59,11.67,1.011,1.328,1.519,1.659,1.797
"2023-06-08 09:00:00",1119,-10.62,11.72,1.044,1.353,1.549,1.69,1.828
"2023-06-08 09:15:00",1120,-10.63,11.77,1.093,1.389,1.588,1.728,1.861
"2023-06-08 09:30:00",1121,-10.65,11.84,1.149,1.43,1.626,1.764,1.894
"2023-06-08 09:45:00",1122,-10.69,11.94,1.212,1.494,1.673,1.806,1.944
"2023-06-08 10:00:00",1123,-10.67,12,1.298,1.552,1.737,1.866,2.002
"2023-06-08 10:15:00",1124,-10.71,12.03,1.4,1.64,1.808,1.941,2.071
"2023-06-08 10:30:00",1125,-10.75,12.11,1.519,1.745,1.916,2.04,2.173
"2023-06-08 10:45:00",1126,-10.74,12.16,1.695,1.894,2.049,2.17,2.3
"2023-06-08 11:00:00",1127,-10.72,12.26,1.886,2.043,2.195,2.308,2.441
"2023-06-08 11:15:00",1128,-10.66,12.33,2.173,2.283,2.413,2.507,2.628
"2023-06-08 11:30:00",1129,-10.61,12.39,2.537,2.57,2.675,2.769,2.896
"2023-06-08 11:45:00",1130,-10.59,12.41,2.934,2.962,2.987,3.07,3.194
"2023-06-08 12:00:00",1131,-10.57,12.52,2.722,2.832,2.912,2.998,3.133
"2023-06-08 12:15:00",1132,-10.53,12.49,2.432,2.647,2.733,3.042,2.934
"2023-06-08 12:30:00",1133,-10.55,12.46,2.217,2.515,2.617,2.736,2.876
"2023-06-08 12:45:00",1134,-10.52,12.57,2.421,2.611,2.716,2.818,2.962
"2023-06-08 13:00:00",1135,-10.53,12.6,3.119,3.095,3.111,3.199,3.321
"2023-06-08 13:15:00",1136,-10.52,12.61,2.998,3.1,3.097,3.164,3.296
"2023-06-08 13:30:00",1137,-10.53,12.63,2.614,2.879,2.893,2.981,3.136
"2023-06-08 13:45:00",1138,-10.56,12.59,2.437,2.741,2.788,2.882,3.023
"2023-06-08 14:00:00",1139,-10.56,12.59,2.471,2.724,2.76,2.876,3.006
"2023-06-08 14:15:00",1140,-10.54,12.66,2.518,2.741,2.777,2.879,3.028
"2023-06-08 14:30:00",1141,-10.55,12.65,2.507,2.727,2.766,2.871,3.02
"2023-06-08 14:45:00",1142,-10.57,12.61,2.437,2.689,2.736,2.838,2.973
"2023-06-08 15:00:00",1143,-10.59,12.62,2.322,2.614,2.661,2.774,2.923
"2023-06-08 15:15:00",1144,-10.62,12.58,2.305,2.587,2.631,2.747,2.89
"2023-06-08 15:30:00",1145,-10.64,12.58,2.294,2.545,2.606,2.725,2.882
"2023-06-08 15:45:00",1146,-10.75,12.51,2.316,2.545,2.611,2.719,2.871
"2023-06-08 16:00:00",1147,-10.87,12.42,2.366,2.573,2.653,2.752,2.899
"2023-06-08 16:15:00",1148,-10.92,12.36,2.468,2.636,2.714,2.807,2.959
"2023-06-08 16:30:00",1149,-11,12.25,2.484,2.656,2.722,2.83,2.979
"2023-06-08 16:45:00",1150,-11.09,12.21,2.363,2.6,2.658,2.777,2.921
"2023-06-08 17:00:00",1151,-11.16,12.22,2.211,2.495,2.57,2.683,2.841
"2023-06-08 17:15:00",1152,-11.23,12.13,2.15,2.443,2.518,2.642,2.788
"2023-06-08 17:30:00",1153,-11.27,12.14,2.128,2.415,2.495,2.609,2.766
"2023-06-08 17:45:00",1154,-11.32,12.13,2.137,2.402,2.495,2.598,2.755
"2023-06-08 18:00:00",1155,-11.33,12.1,2.123,2.369,2.454,2.573,2.725
"2023-06-08 18:15:00",1156,-11.26,12,2.101,2.341,2.435,2.542,2.708
"2023-06-08 18:30:00",1157,-11.2,11.93,2.095,2.33,2.41,2.529,2.675
"2023-06-08 18:45:00",1158,-11.19,11.84,2.087,2.305,2.385,2.504,2.658
"2023-06-08 19:00:00",1159,-11.16,11.72,2.076,2.283,2.357,2.473,2.628
"2023-06-08 19:15:00",1160,-10.86,11.65,2.048,2.242,2.341,2.451,2.592
"2023-06-08 19:30:00",1161,-10.72,11.56,2.029,2.217,2.313,2.429,2.57
"2023-06-08 19:45:00",1162,-10.67,11.51,1.988,2.192,2.288,2.402,2.553
"2023-06-08 20:00:00",1163,-10.65,11.42,1.955,2.153,2.244,2.358,2.512
"2023-06-08 20:15:00",1164,-10.62,11.4,1.96,2.14,2.239,2.355,2.504
"2023-06-08 20:30:00",1165,-10.59,11.34,1.941,2.131,2.231,2.341,2.493
"2023-06-08 20:45:00",1166,-10.56,11.29,1.916,2.101,2.206,2.327,2.474
"2023-06-08 21:00:00",1167,-10.53,11.26,1.883,2.076,2.184,2.316,2.457
"2023-06-08 21:15:00",1168,-10.49,11.21,1.886,2.062,2.184,2.297,2.443
"2023-06-08 21:30:00",1169,-10.47,11.2,1.88,2.051,2.165,2.292,2.438
"2023-06-08 21:45:00",1170,-10.43,11.17,1.866,2.035,2.167,2.283,2.432
"2023-06-08 22:00:00",1171,-10.41,11.1,1.842,2.024,2.142,2.275,2.419
"2023-06-08 22:15:00",1172,-10.45,11.09,1.85,2.024,2.142,2.272,2.413
"2023-06-08 22:30:00",1173,-10.44,11.07,1.831,2.024,2.137,2.261,2.413
"2023-06-08 22:45:00",1174,-10.41,10.8,1.825,2.015,2.131,2.253,2.416
"2023-06-08 23:00:00",1175,-10.39,10.64,1.8,1.999,2.118,2.242,2.388
"2023-06-08 23:15:00",1176,-10.38,10.51,1.778,1.974,2.104,2.228,2.383
"2023-06-08 23:30:00",1177,-10.36,10.49,1.789,1.974,2.123,2.236,2.38
"2023-06-08 23:45:00",1178,-10.35,10.49,1.781,1.971,2.101,2.228,2.372
"2023-06-09 00:00:00",1179,-10.31,10.49,1.781,1.971,2.104,2.228,2.358
"2023-06-09 00:15:00",1180,-10.27,10.48,1.767,1.971,2.101,2.223,2.374
"2023-06-09 00:30:00",1181,-10.25,10.42,1.745,1.958,2.09,2.217,2.361
"2023-06-09 00:45:00",1182,-10.25,10.41,1.737,1.938,2.079,2.214,2.366
"2023-06-09 01:00:00",1183,-10.22,10.42,1.731,1.935,2.085,2.206,2.35
"2023-06-09 01:15:00",1184,-10.2,10.43,1.715,1.93,2.073,2.2,2.347
"2023-06-09 01:30:00",1185,-10.17,10.42,1.709,1.922,2.068,2.192,2.35
"2023-06-09 01:45:00",1186,-10.15,10.4,1.706,1.919,2.071,2.198,2.336
"2023-06-09 02:00:00",1187,-10.15,10.36,1.72,1.924,2.071,2.198,2.347
"2023-06-09 02:15:00",1188,-10.06,10.32,1.72,1.933,2.076,2.203,2.347
"2023-06-09 02:30:00",1189,-9.88,10.24,1.709,1.93,2.068,2.189,2.344
"2023-06-09 02:45:00",1190,-9.82,10.18,1.679,1.905,2.054,2.187,2.33
"2023-06-09 03:00:00",1191,-9.88,10.19,1.676,1.9,2.051,2.178,2.327
"2023-06-09 03:15:00",1192,-9.86,10.16,1.659,1.897,2.032,2.17,2.314
"2023-06-09 03:30:00",1193,-9.83,10.13,1.659,1.883,2.027,2.159,2.311
"2023-06-09 03:45:00",1194,-9.81,10.11,1.659,1.883,2.029,2.154,2.314
"2023-06-09 04:00:00",1195,-9.77,10.06,1.651,1.872,2.018,2.154,2.303
"2023-06-09 04:15:00",1196,-9.77,10.04,1.659,1.875,2.035,2.165,2.305
"2023-06-09 04:30:00",1197,-9.77,10.05,1.657,1.88,2.027,2.154,2.303
"2023-06-09 04:45:00",1198,-9.74,10.03,1.64,1.858,2.021,2.137,2.292
"2023-06-09 05:00:00",1199,-9.73,10.02,1.623,1.839,1.982,2.115,2.267
"2023-06-09 05:15:00",1200,-9.71,10.03,1.59,1.822,1.971,2.112,2.25
"2023-06-09 05:30:00",1201,-9.71,10.02,1.579,1.817,1.957,2.098,2.239
"2023-06-09 05:45:00",1202,-9.71,10,1.565,1.808,1.96,2.101,2.247
"2023-06-09 06:00:00",1203,-9.91,9.98,1.557,1.803,1.96,2.101,2.245
"2023-06-09 06:15:00",1204,-9.86,9.97,1.519,1.792,1.946,2.093,2.236
"2023-06-09 06:30:00",1205,-9.82,9.96,1.496,1.784,1.952,2.071,2.231
"2023-06-09 06:45:00",1206,-9.76,9.9,1.502,1.786,1.941,2.085,2.228
"2023-06-09 07:00:00",1207,-9.73,9.89,1.499,1.778,1.944,2.079,2.223
"2023-06-09 07:15:00",1208,-9.72,9.88,1.502,1.77,1.941,2.079,2.223
"2023-06-09 07:30:00",1209,-9.7,9.87,1.469,1.764,1.924,2.071,2.217
"2023-06-09 07:45:00",1210,-9.69,9.89,1.43,1.759,1.93,2.073,2.225
"2023-06-09 08:00:00",1211,-9.65,9.94,1.466,1.773,1.957,2.09,2.242
"2023-06-09 08:15:00",1212,-9.66,10.03,1.477,1.8,1.971,2.112,1.855
"2023-06-09 08:30:00",1213,-9.63,10.08,1.494,1.806,1.991,2.129,2.269
"2023-06-09 08:45:00",1214,-9.55,10.12,1.516,1.83,2.007,2.151,2.297
"2023-06-09 09:00:00",1215,-9.51,10.16,1.56,1.864,2.04,2.178,2.327
"2023-06-09 09:15:00",1216,-9.47,10.23,1.607,1.905,2.076,2.217,2.366
"2023-06-09 09:30:00",1217,-9.43,10.29,1.681,1.955,2.126,2.261,2.405
"2023-06-09 09:45:00",1218,-9.39,10.37,1.775,2.038,2.198,2.322,2.466
"2023-06-09 10:00:00",1219,-9.36,10.48,1.88,2.12,2.281,2.41,2.543
"2023-06-09 10:15:00",1220,-9.34,10.54,2.004,2.225,2.383,2.501,2.637
"2023-06-09 10:30:00",1221,-9.32,10.61,2.104,2.333,2.526,2.628,2.755
"2023-06-09 10:45:00",1222,-9.32,10.64,2.336,2.499,2.631,2.736,2.874
"2023-06-09 11:00:00",1223,-9.43,10.73,2.559,2.7,2.463,2.943,3.043
"2023-06-09 11:15:00",1224,-9.72,10.76,2.835,2.915,3.009,3.092,3.222
"2023-06-09 11:30:00",1225,-9.81,10.85,3.048,3.089,3.188,3.266,3.396
"2023-06-09 11:45:00",1226,-9.82,10.92,3.429,3.426,3.467,3.533,3.641
"2023-06-09 12:00:00",1227,-9.81,10.8,2.995,3.169,3.208,3.296,3.431
"2023-06-09 12:15:00",1228,-9.83,10.88,2.645,2.934,2.987,3.078,3.222
"2023-06-09 12:30:00",1229,-9.87,10.92,2.529,2.818,2.89,2.984,3.136
"2023-06-09 12:45:00",1230,-9.91,10.97,2.763,2.951,3.014,3.106,3.246
"2023-06-09 13:00:00",1231,-9.87,11.04,3.616,3.569,3.544,3.594,3.718
"2023-06-09 13:15:00",1232,-9.87,11.04,3.089,3.351,3.279,3.321,3.445
"2023-06-09 13:30:00",1233,-9.85,11.08,2.589,3.033,2.998,3.067,3.205
"2023-06-09 13:45:00",1234,-9.82,11.05,2.434,2.895,2.887,2.962,3.119
"2023-06-09 14:00:00",1235,-9.82,11.02,2.517,2.904,2.887,2.964,3.111
"2023-06-09 14:15:00",1236,-9.87,11.04,2.562,2.901,2.887,2.97,3.111
"2023-06-09 14:30:00",1237,-9.94,11.07,2.523,2.874,2.871,2.954,3.097
"2023-06-09 14:45:00",1238,-9.83,11.07,2.443,2.829,2.829,2.904,3.047
"2023-06-09 15:00:00",1239,-9.88,10.99,2.382,2.769,2.782,2.849,3.006
"2023-06-09 15:15:00",1240,-9.88,10.99,2.344,2.719,2.738,2.818,2.97
"2023-06-09 15:30:00",1241,-9.89,10.96,2.352,2.691,2.722,2.807,2.94
"2023-06-09 15:45:00",1242,-9.97,10.88,2.374,2.68,2.727,2.802,2.951
"2023-06-09 16:00:00",1243,-9.99,10.88,2.49,2.661,2.716,2.83,2.981
"2023-06-09 16:15:00",1244,-10,10.87,2.614,2.83,2.843,2.926,2.915
"2023-06-09 16:30:00",1245,-10.02,10.86,2.628,2.854,2.865,2.94,3.092
"2023-06-09 16:45:00",1246,-10.05,10.8,2.418,2.769,2.761,2.852,2.981
"2023-06-09 17:00:00",1247,-10.09,10.74,2.161,2.622,2.631,2.722,2.857
"2023-06-09 17:15:00",1248,-10.1,10.74,2.184,2.62,2.603,2.934,2.763
"2023-06-09 17:30:00",1249,-10.1,10.74,2.126,2.526,2.548,2.634,2.777
"2023-06-09 17:45:00",1250,-10.12,10.72,2.134,2.504,2.523,2.622,2.761
"2023-06-09 18:00:00",1251,-10.14,10.68,2.15,2.493,2.52,2.609,2.76
"2023-06-09 18:15:00",1252,-10.18,10.64,2.189,2.479,2.498,2.592,2.736
"2023-06-09 18:30:00",1253,-10.23,10.57,2.203,2.462,2.484,2.578,2.736
"2023-06-09 18:45:00",1254,-10.27,10.54,2.195,2.44,2.468,2.57,2.708
"2023-06-09 19:00:00",1255,-10.31,10.49,2.208,2.415,2.462,2.562,2.708
"2023-06-09 19:15:00",1256,-10.37,10.98,2.197,2.407,2.44,2.542,2.686
"2023-06-09 19:30:00",1257,-10.39,11.23,2.186,2.377,2.424,2.526,2.675
"2023-06-09 19:45:00",1258,-10.39,11.21,2.181,2.371,2.413,2.518,2.672
"2023-06-09 20:00:00",1259,-10.39,11.16,2.175,2.355,2.402,2.512,2.653
"2023-06-09 20:15:00",1260,-10.41,11.15,2.159,2.333,2.393,2.504,2.65
"2023-06-09 20:30:00",1261,-10.4,11.1,2.112,2.305,2.369,2.482,2.645
"2023-06-09 20:45:00",1262,-10.41,11.07,2.117,2.302,2.366,2.476,2.625
"2023-06-09 21:00:00",1263,-10.41,11.03,2.098,2.272,2.355,2.465,2.625
"2023-06-09 21:15:00",1264,-10.41,11,2.076,2.267,2.35,2.463,2.615
"2023-06-09 21:30:00",1265,-10.39,10.98,2.073,2.256,2.341,2.463,2.604
"2023-06-09 21:45:00",1266,-10.38,10.96,2.073,2.253,2.344,2.446,2.609
"2023-06-09 22:00:00",1267,-10.35,10.92,2.06,2.245,2.33,2.441,2.598
"2023-06-09 22:15:00",1268,-10.33,10.85,2.062,2.239,2.336,2.432,2.598
"2023-06-09 22:30:00",1269,-10.3,10.82,2.051,2.245,2.336,2.443,2.598
"2023-06-09 22:45:00",1270,-10.29,10.8,2.049,2.231,2.327,2.443,2.587
"2023-06-09 23:00:00",1271,-10.22,10.79,2.038,2.214,2.314,2.43,2.584
"2023-06-09 23:15:00",1272,-10.11,10.76,2.018,2.209,2.314,2.43,2.59
"2023-06-09 23:30:00",1273,-9.97,10.74,2.013,2.206,2.311,2.421,2.576
"2023-06-09 23:45:00",1274,-9.89,10.75,2.004,2.209,2.308,2.416,2.576
"2023-06-10 00:00:00",1275,-9.82,10.76,1.977,2.181,2.283,2.402,2.537
"2023-06-10 00:15:00",1276,-9.74,10.72,1.958,2.173,2.281,2.405,2.554
"2023-06-10 00:30:00",1277,-9.72,10.67,1.971,2.178,2.294,2.421,2.581
"2023-06-10 00:45:00",1278,-9.7,10.66,1.927,2.129,2.261,2.369,2.518
"2023-06-10 01:00:00",1279,-9.7,10.64,1.902,2.123,2.242,2.358,2.518
"2023-06-10 01:15:00",1280,-9.8,10.63,1.919,2.134,2.242,2.369,2.529
"2023-06-10 01:30:00",1281,-9.69,10.62,1.908,2.126,2.245,2.374,2.529
"2023-06-10 01:45:00",1282,-9.54,10.62,1.9,2.126,2.236,2.374,2.529
"2023-06-10 02:00:00",1283,-9.32,10.61,1.902,2.115,2.245,2.374,2.526
"2023-06-10 02:15:00",1284,-9.03,10.61,1.883,2.109,2.231,2.363,2.515
"2023-06-10 02:30:00",1285,-8.81,10.61,1.877,2.101,2.231,2.369,2.521
"2023-06-10 02:45:00",1286,-8.78,10.58,1.883,2.101,2.245,2.377,2.524
"2023-06-10 03:00:00",1287,-8.86,10.56,1.88,2.107,2.239,2.374,2.537
"2023-06-10 03:15:00",1288,-8.95,10.56,1.886,2.118,2.25,2.388,2.546
"2023-06-10 03:30:00",1289,-9,10.56,1.888,2.126,2.258,2.394,2.548
"2023-06-10 03:45:00",1290,-8.99,10.56,1.886,2.126,2.267,2.388,2.551
"2023-06-10 04:00:00",1291,-8.35,10.54,1.9,2.142,2.269,2.413,2.562
"2023-06-10 04:15:00",1292,-8.12,10.57,1.9,2.142,2.286,2.421,2.573
"2023-06-10 04:30:00",1293,-8.07,10.55,1.902,2.148,2.292,2.43,2.579
"2023-06-10 04:45:00",1294,-8.08,10.52,1.897,2.151,2.289,2.424,2.587
"2023-06-10 05:00:00",1295,-8.03,10.53,1.902,2.145,2.292,2.43,2.59
"2023-06-10 05:15:00",1296,-8.04,10.54,1.888,2.151,2.292,2.438,2.587
"2023-06-10 05:30:00",1297,-8.11,10.53,1.877,2.145,2.3,2.435,2.59
"2023-06-10 05:45:00",1298,-8.15,10.52,1.864,2.134,2.294,2.43,2.59
"2023-06-10 06:00:00",1299,-8.18,10.52,1.855,2.14,2.289,2.43,2.59
"2023-06-10 06:15:00",1300,-8.22,10.49,1.833,2.115,2.272,2.413,2.573
"2023-06-10 06:30:00",1301,-8.23,10.45,1.803,2.101,2.261,2.408,2.568
"2023-06-10 06:45:00",1302,-8.28,10.44,1.8,2.093,2.258,2.402,2.559
"2023-06-10 07:00:00",1303,-8.37,10.41,1.803,2.101,2.269,2.41,2.565
"2023-06-10 07:15:00",1304,-8.39,10.41,1.806,2.096,2.264,2.408,2.568
"2023-06-10 07:30:00",1305,-8.4,10.41,1.811,2.101,2.275,2.41,2.57
"2023-06-10 07:45:00",1306,-8.33,10.41,1.806,2.223,2.358,2.454,2.601
"2023-06-10 08:00:00",1307,-8.29,10.41,1.786,2.104,2.281,2.421,2.576
"2023-06-10 08:15:00",1308,-8.32,10.43,1.767,2.101,2.278,2.413,2.568
"2023-06-10 08:30:00",1309,-8.36,10.51,1.784,2.104,2.281,2.416,2.576
"2023-06-10 08:45:00",1310,-8.4,10.58,1.883,2.165,2.336,2.466,2.615
"2023-06-10 09:00:00",1311,-8.42,10.62,1.877,2.187,2.358,2.49,2.65
"2023-06-10 09:15:00",1312,-8.46,10.67,1.933,2.242,2.402,2.526,2.678
"2023-06-10 09:30:00",1313,-8.51,10.76,2.013,2.303,2.463,2.595,2.739
"2023-06-10 09:45:00",1314,-8.54,10.82,2.085,2.385,2.526,2.664,2.802
"2023-06-10 10:00:00",1315,-8.59,10.92,2.165,2.443,2.587,2.711,2.606
"2023-06-10 10:15:00",1316,-8.64,10.95,2.245,2.521,2.659,2.778,2.927
"2023-06-10 10:30:00",1317,-8.66,10.98,2.322,2.579,2.703,2.361,3.029
"2023-06-10 10:45:00",1318,-8.67,11.04,2.432,2.653,2.772,2.893,3.043
